G549,
1.0,0.0
0.99,0.002373589678093968
0.98,0.004764786237458624
0.97,0.007169187957776294
0.96,0.009582393118729311
0.95,0.012
0.94,0.014417606881270691
0.9299999999999999,0.016830812042223708
0.92,0.01923521376254136
0.91,0.021626410321906025
0.9,0.024
0.89,0.02635278193666445
0.88,0.028686358712375893
0.87,0.03100353376776966
0.86,0.03330711054348111
0.85,0.03559989248014555
0.84,0.03788468301839837
0.83,0.04016428559887487
0.8200000000000001,0.042441503662210396
0.81,0.044719140649040326
0.8,0.04699999999999999
0.79,0.04928528257524824
0.78,0.051569778913037836
0.77,0.053846676971145105
0.76,0.05610916470734636
0.75,0.05835043007941787
0.74,0.06056366104513596
0.73,0.0627420455622769
0.72,0.06487877158861705
0.71,0.06696702708193264
0.7,0.069
0.69,0.07097308776234265
0.6799999999999999,0.07289052563547281
0.6699999999999999,0.07475875834764996
0.6599999999999999,0.07658423062713357
0.6499999999999999,0.07837338720218306
0.64,0.0801326728010579
0.63,0.08186853215201755
0.62,0.0835874099833215
0.61,0.08529575102322914
0.6,0.08700000000000001
0.59,0.08870436637538122
0.5800000000000001,0.09040411854507095
0.5700000000000001,0.09209228963825505
0.56,0.09376191278411944
0.55,0.09540602111184995
0.54,0.09701764775063247
0.53,0.09858982582965288
0.52,0.10011558847809701
0.51,0.10158796882515075
0.5,0.103
0.49,0.10434544673613246
0.48,0.10562100018424334
0.47,0.10682408309932968
0.45999999999999996,0.10795211823638856
0.44999999999999996,0.10900252835041703
0.43999999999999995,0.10997273619641212
0.42999999999999994,0.11086016452937093
0.42000000000000004,0.11166223610429044
0.41000000000000003,0.1123763736761678
0.4,0.113
0.39,0.11353084668008888
0.38,0.11396788071795562
0.37,0.1143103779644261
0.36,0.1145576142703262
0.35,0.11470886548648182
0.33999999999999997,0.1147634074637189
0.32999999999999996,0.11472051605286335
0.31999999999999995,0.1145794671047411
0.30999999999999994,0.11433953647017799
0.29999999999999993,0.11399999999999999
0.29000000000000004,0.11355916654351188
0.28,0.11301147694393404
0.27,0.11235040504296587
0.26,0.11156942468230663
0.25,0.1106620097036556
0.24,0.1096216339487121
0.22999999999999998,0.10844177125917552
0.21999999999999997,0.10711589547674509
0.20999999999999996,0.10563748044312013
0.19999999999999996,0.104
0.18999999999999995,0.10219534238027236
0.17999999999999994,0.10020905338157873
0.16999999999999993,0.09802509319274885
0.16000000000000003,0.0956274220026127
0.15000000000000002,0.093
0.14,0.09012794549846997
0.13,0.08700100931049912
0.12,0.08361010037329328
0.10999999999999999,0.07994612762405831
0.09999999999999998,0.076
0.08999999999999997,0.07177282846949762
0.07999999999999996,0.06730653212562401
0.06999999999999995,0.06264527924897556
0.05999999999999994,0.05765032271620067
0.04999999999999993,0.05199999999999995
0.040000000000000036,0.0454386883511742
0.030000000000000027,0.038006735507524286
0.020000000000000018,0.02980249769939796
0.010000000000000009,0.020466330732211033
0.0,0.0
0.010101010101010102,-0.013304372886880158
0.020202020202020204,-0.017591808013407945
0.030303030303030304,-0.01860811108490489
0.04040404040404041,-0.020351824085465736
0.05050505050505051,-0.022070858457897448
0.06060606060606061,-0.02310079991569768
0.07070707070707072,-0.02373157400349722
0.08080808080808081,-0.024434867818078448
0.09090909090909091,-0.025292654801529518
0.10101010101010102,-0.026066602097781857
0.11111111111111112,-0.026578890435556564
0.12121212121212122,-0.02685975944500769
0.13131313131313133,-0.026977915644228623
0.14141414141414144,-0.027002065551312734
0.15151515151515152,-0.027000865289174936
0.16161616161616163,-0.02702046300085405
0.17171717171717174,-0.027049143832113758
0.18181818181818182,-0.02706602287273206
0.19191919191919193,-0.027050215212486937
0.20202020202020204,-0.026980874685083134
0.21212121212121213,-0.026845368836692193
0.22222222222222224,-0.026649391090829127
0.23232323232323235,-0.026401114482319663
0.24242424242424243,-0.026108712045989566
0.25252525252525254,-0.025780356816664574
0.26262626262626265,-0.025424221829170417
0.27272727272727276,-0.025048480118332866
0.2828282828282829,-0.024661304718977643
0.29292929292929293,-0.024270868665930506
0.30303030303030304,-0.0238852881670735
0.31313131313131315,-0.023508282708608757
0.32323232323232326,-0.02313611902830915
0.33333333333333337,-0.0227643419512926
0.3434343434343435,-0.02238849630267701
0.3535353535353536,-0.02200412690758031
0.36363636363636365,-0.021606778591120406
0.37373737373737376,-0.021191996178415235
0.38383838383838387,-0.02075532449458268
0.393939393939394,-0.02029230836474068
0.4040404040404041,-0.019798577085246318
0.4141414141414142,-0.019273043771879276
0.42424242424242425,-0.018718887337997207
0.43434343434343436,-0.01813957178738992
0.4444444444444445,-0.017538561123847246
0.4545454545454546,-0.016919319351158993
0.4646464646464647,-0.016285310473114992
0.4747474747474748,-0.015639998493505065
0.48484848484848486,-0.014986847416119024
0.494949494949495,-0.014329321244746705
0.5050505050505051,-0.013670873618131211
0.5151515151515152,-0.013014719778941634
0.5252525252525253,-0.012363836573773022
0.5353535353535354,-0.011721190484173695
0.5454545454545455,-0.011089747991692002
0.5555555555555556,-0.010472475577876287
0.5656565656565657,-0.009872339724274875
